,file,file_idx,frame
775,80000_C_BF.tiff,23,80
776,80000_C_BF.tiff,23,85
777,80000_C_BF.tiff,23,90
778,80000_C_BF.tiff,23,95
779,80000_C_BF.tiff,23,100
780,80000_C_BF.tiff,23,105
781,80000_C_BF.tiff,23,110
782,80000_C_BF.tiff,23,115
783,80000_C_BF.tiff,23,120
784,80000_C_BF.tiff,23,125
785,80000_C_BF.tiff,23,130
786,80000_C_BF.tiff,23,135
787,80000_C_BF.tiff,23,140
788,80000_C_BF.tiff,23,145
789,80000_C_BF.tiff,23,150
790,80000_C_BF.tiff,23,155
791,80000_C_BF.tiff,23,160
