,filename,p0,J,v0,f,dt,a,k,L,Dr,D_eff
117,p03.70_J-0.08_v03.16e-01.npy,3.7,-0.08,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.000687908749305921
118,p03.70_J-0.12_v03.16e-01.npy,3.7,-0.12,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0006756047950402758
119,p03.70_J-0.16_v03.16e-01.npy,3.7,-0.16,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0006272493172538227
120,p03.80_J-0.00_v03.16e-01.npy,3.8,-0.0,0.31622776601683794,200,0.05,0.4,2,10,0.01,1.0689969741063641e-06
121,p03.80_J-0.04_v03.16e-01.npy,3.8,-0.04,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0002639157035545843
122,p03.80_J-0.08_v03.16e-01.npy,3.8,-0.08,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0005901209243155518
123,p03.80_J-0.12_v03.16e-01.npy,3.8,-0.12,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0008170340226729298
124,p03.80_J-0.16_v03.16e-01.npy,3.8,-0.16,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0008095935034562659
125,p03.90_J-0.00_v03.16e-01.npy,3.9,-0.0,0.31622776601683794,200,0.05,0.4,2,10,0.01,2.0972518304475923e-06
126,p03.90_J-0.04_v03.16e-01.npy,3.9,-0.04,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0005058797327669462
127,p03.90_J-0.08_v03.16e-01.npy,3.9,-0.08,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0006923245814478209
128,p03.90_J-0.12_v03.16e-01.npy,3.9,-0.12,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0007342564509098369
129,p03.90_J-0.16_v03.16e-01.npy,3.9,-0.16,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0007554863581142755
130,p04.00_J-0.00_v03.16e-01.npy,4.0,-0.0,0.31622776601683794,200,0.05,0.4,2,10,0.01,8.858514498132562e-05
131,p04.00_J-0.04_v03.16e-01.npy,4.0,-0.04,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0004878328424805023
132,p04.00_J-0.08_v03.16e-01.npy,4.0,-0.08,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0007517794789124202
133,p04.00_J-0.12_v03.16e-01.npy,4.0,-0.12,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0009137955794266764
134,p04.00_J-0.16_v03.16e-01.npy,4.0,-0.16,0.31622776601683794,200,0.05,0.4,2,10,0.01,0.0008545978599306598
135,p03.20_J-0.00_v01.00e+00.npy,3.2,-0.0,1.0,200,0.05,0.4,2,10,0.01,5.83884244206514e-09
136,p03.20_J-0.04_v01.00e+00.npy,3.2,-0.04,1.0,200,0.05,0.4,2,10,0.01,8.08784480572015e-08
137,p03.20_J-0.08_v01.00e+00.npy,3.2,-0.08,1.0,200,0.05,0.4,2,10,0.01,1.6119730307917157e-05
138,p03.20_J-0.12_v01.00e+00.npy,3.2,-0.12,1.0,200,0.05,0.4,2,10,0.01,6.969080113759674e-05
139,p03.20_J-0.16_v01.00e+00.npy,3.2,-0.16,1.0,200,0.05,0.4,2,10,0.01,7.993082919423858e-05
140,p03.30_J-0.00_v01.00e+00.npy,3.3000000000000003,-0.0,1.0,200,0.05,0.4,2,10,0.01,6.747935576093517e-07
141,p03.30_J-0.04_v01.00e+00.npy,3.3000000000000003,-0.04,1.0,200,0.05,0.4,2,10,0.01,4.727508167081844e-07
142,p03.30_J-0.08_v01.00e+00.npy,3.3000000000000003,-0.08,1.0,200,0.05,0.4,2,10,0.01,2.136380067058492e-05
143,p03.30_J-0.12_v01.00e+00.npy,3.3000000000000003,-0.12,1.0,200,0.05,0.4,2,10,0.01,7.688019783912125e-05
144,p03.30_J-0.16_v01.00e+00.npy,3.3000000000000003,-0.16,1.0,200,0.05,0.4,2,10,0.01,5.1735547265219136e-05
145,p03.40_J-0.00_v01.00e+00.npy,3.4000000000000004,-0.0,1.0,200,0.05,0.4,2,10,0.01,6.762847446827626e-07
146,p03.40_J-0.04_v01.00e+00.npy,3.4000000000000004,-0.04,1.0,200,0.05,0.4,2,10,0.01,4.057939328534045e-07
147,p03.40_J-0.08_v01.00e+00.npy,3.4000000000000004,-0.08,1.0,200,0.05,0.4,2,10,0.01,3.246989565173966e-05
148,p03.40_J-0.12_v01.00e+00.npy,3.4000000000000004,-0.12,1.0,200,0.05,0.4,2,10,0.01,7.977114045003839e-05
149,p03.40_J-0.16_v01.00e+00.npy,3.4000000000000004,-0.16,1.0,200,0.05,0.4,2,10,0.01,0.0001006657269200521
150,p03.50_J-0.00_v01.00e+00.npy,3.5,-0.0,1.0,200,0.05,0.4,2,10,0.01,9.422841965016047e-08
151,p03.50_J-0.04_v01.00e+00.npy,3.5,-0.04,1.0,200,0.05,0.4,2,10,0.01,6.658017251664538e-06
152,p03.50_J-0.08_v01.00e+00.npy,3.5,-0.08,1.0,200,0.05,0.4,2,10,0.01,6.0313263950284715e-05
153,p03.50_J-0.12_v01.00e+00.npy,3.5,-0.12,1.0,200,0.05,0.4,2,10,0.01,7.590050176116616e-05
154,p03.50_J-0.16_v01.00e+00.npy,3.5,-0.16,1.0,200,0.05,0.4,2,10,0.01,9.267820834249312e-05
155,p03.60_J-0.00_v01.00e+00.npy,3.6,-0.0,1.0,200,0.05,0.4,2,10,0.01,2.6380496225195536e-08
156,p03.60_J-0.04_v01.00e+00.npy,3.6,-0.04,1.0,200,0.05,0.4,2,10,0.01,1.1714725418095588e-05
157,p03.60_J-0.08_v01.00e+00.npy,3.6,-0.08,1.0,200,0.05,0.4,2,10,0.01,6.279713823962052e-05
158,p03.60_J-0.12_v01.00e+00.npy,3.6,-0.12,1.0,200,0.05,0.4,2,10,0.01,8.134754305593326e-05
159,p03.60_J-0.16_v01.00e+00.npy,3.6,-0.16,1.0,200,0.05,0.4,2,10,0.01,7.241759089542682e-05
160,p03.70_J-0.00_v01.00e+00.npy,3.7,-0.0,1.0,200,0.05,0.4,2,10,0.01,1.267376540042588e-07
161,p03.70_J-0.04_v01.00e+00.npy,3.7,-0.04,1.0,200,0.05,0.4,2,10,0.01,2.556208647546839e-05
162,p03.70_J-0.08_v01.00e+00.npy,3.7,-0.08,1.0,200,0.05,0.4,2,10,0.01,9.300786102945285e-05
163,p03.70_J-0.12_v01.00e+00.npy,3.7,-0.12,1.0,200,0.05,0.4,2,10,0.01,6.639477491572487e-05
164,p03.70_J-0.16_v01.00e+00.npy,3.7,-0.16,1.0,200,0.05,0.4,2,10,0.01,7.113008586758858e-05
165,p03.80_J-0.00_v01.00e+00.npy,3.8,-0.0,1.0,200,0.05,0.4,2,10,0.01,5.70505125493856e-07
166,p03.80_J-0.04_v01.00e+00.npy,3.8,-0.04,1.0,200,0.05,0.4,2,10,0.01,2.6185267731946867e-05
167,p03.80_J-0.08_v01.00e+00.npy,3.8,-0.08,1.0,200,0.05,0.4,2,10,0.01,4.8556610030179075e-05
168,p03.80_J-0.12_v01.00e+00.npy,3.8,-0.12,1.0,200,0.05,0.4,2,10,0.01,8.09226480992643e-05
169,p03.80_J-0.16_v01.00e+00.npy,3.8,-0.16,1.0,200,0.05,0.4,2,10,0.01,9.48403449470077e-05
170,p03.90_J-0.00_v01.00e+00.npy,3.9,-0.0,1.0,200,0.05,0.4,2,10,0.01,1.7682074919379313e-06
171,p03.90_J-0.04_v01.00e+00.npy,3.9,-0.04,1.0,200,0.05,0.4,2,10,0.01,5.217738080327193e-05
172,p03.90_J-0.08_v01.00e+00.npy,3.9,-0.08,1.0,200,0.05,0.4,2,10,0.01,8.304487592793577e-05
173,p03.90_J-0.12_v01.00e+00.npy,3.9,-0.12,1.0,200,0.05,0.4,2,10,0.01,0.00010725333313518491
174,p03.90_J-0.16_v01.00e+00.npy,3.9,-0.16,1.0,200,0.05,0.4,2,10,0.01,9.737195957303754e-05
175,p04.00_J-0.00_v01.00e+00.npy,4.0,-0.0,1.0,200,0.05,0.4,2,10,0.01,6.57016773103483e-06
176,p04.00_J-0.04_v01.00e+00.npy,4.0,-0.04,1.0,200,0.05,0.4,2,10,0.01,5.9411037147778964e-05
177,p04.00_J-0.08_v01.00e+00.npy,4.0,-0.08,1.0,200,0.05,0.4,2,10,0.01,6.37726503330114e-05
178,p04.00_J-0.12_v01.00e+00.npy,4.0,-0.12,1.0,200,0.05,0.4,2,10,0.01,7.61923376645649e-05
179,p04.00_J-0.16_v01.00e+00.npy,4.0,-0.16,1.0,200,0.05,0.4,2,10,0.01,9.023051181142608e-05
180,p03.20_J-0.00_v03.16e+00.npy,3.2,-0.0,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.4030553796769496e-07
181,p03.20_J-0.04_v03.16e+00.npy,3.2,-0.04,3.1622776601683795,200,0.05,0.4,2,10,0.01,2.1530707458668693e-07
182,p03.20_J-0.08_v03.16e+00.npy,3.2,-0.08,3.1622776601683795,200,0.05,0.4,2,10,0.01,5.508324748448643e-06
