,filename,p0,J,v0,f,dt,a,k,L,Dr,D_eff
180,p03.20_J-0.00_v03.16e+00.npy,3.2,-0.0,3.1622776601683795,200,0.05,0.4,2,10,0.01,3.507638449192374e-12
181,p03.20_J-0.04_v03.16e+00.npy,3.2,-0.04,3.1622776601683795,200,0.05,0.4,2,10,0.01,5.382676864667173e-12
182,p03.20_J-0.08_v03.16e+00.npy,3.2,-0.08,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.3770811871121606e-10
183,p03.20_J-0.12_v03.16e+00.npy,3.2,-0.12,3.1622776601683795,200,0.05,0.4,2,10,0.01,2.1562618908602906e-10
184,p03.20_J-0.16_v03.16e+00.npy,3.2,-0.16,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.9684853192292388e-10
185,p03.30_J-0.00_v03.16e+00.npy,3.3000000000000003,-0.0,3.1622776601683795,200,0.05,0.4,2,10,0.01,7.171456801407813e-13
186,p03.30_J-0.04_v03.16e+00.npy,3.3000000000000003,-0.04,3.1622776601683795,200,0.05,0.4,2,10,0.01,3.6943328357489346e-11
187,p03.30_J-0.08_v03.16e+00.npy,3.3000000000000003,-0.08,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.4485106543595844e-10
188,p03.30_J-0.12_v03.16e+00.npy,3.3000000000000003,-0.12,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.8148830209506402e-10
189,p03.30_J-0.16_v03.16e+00.npy,3.3000000000000003,-0.16,3.1622776601683795,200,0.05,0.4,2,10,0.01,2.1008524058215443e-10
190,p03.40_J-0.00_v03.16e+00.npy,3.4000000000000004,-0.0,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.3633741815644018e-12
191,p03.40_J-0.04_v03.16e+00.npy,3.4000000000000004,-0.04,3.1622776601683795,200,0.05,0.4,2,10,0.01,4.231828457489213e-11
192,p03.40_J-0.08_v03.16e+00.npy,3.4000000000000004,-0.08,3.1622776601683795,200,0.05,0.4,2,10,0.01,1.69544322484285e-10
193,p03.40_J-0.12_v03.16e+00.npy,3.4000000000000004,-0.12,3.1622776601683795,200,0.05,0.4,2,10,0.01,2.0346378700471383e-10
194,p03.40_J-0.16_v03.16e+00.npy,3.4000000000000004,-0.16,3.1622776601683795,200,0.05,0.4,2,10,0.01,2.3674996195268e-10
